"","case","Applicant","Homeownership"
"1876",1876,"indiv","mortgage"
"1877",1877,"indiv","rent"
"1878",1878,"indiv","mortgage"
"1879",1879,"indiv","mortgage"
"1880",1880,"indiv","rent"
"1881",1881,"indiv","own"
"1882",1882,"indiv","mortgage"
"1883",1883,"joint","mortgage"
"1884",1884,"indiv","mortgage"
"1885",1885,"indiv","own"
"1886",1886,"indiv","rent"
"1887",1887,"indiv","rent"
"1888",1888,"indiv","mortgage"
"1889",1889,"joint","mortgage"
"1890",1890,"indiv","rent"
"1891",1891,"joint","mortgage"
"1892",1892,"indiv","own"
"1893",1893,"indiv","own"
"1894",1894,"indiv","mortgage"
"1895",1895,"indiv","rent"
"1896",1896,"indiv","mortgage"
"1897",1897,"indiv","mortgage"
"1898",1898,"indiv","mortgage"
"1899",1899,"joint","rent"
"1900",1900,"indiv","mortgage"
"1901",1901,"indiv","own"
"1902",1902,"indiv","mortgage"
"1903",1903,"indiv","mortgage"
"1904",1904,"indiv","rent"
"1905",1905,"joint","mortgage"
"1906",1906,"indiv","mortgage"
"1907",1907,"indiv","rent"
"1908",1908,"indiv","own"
"1909",1909,"indiv","mortgage"
"1910",1910,"indiv","mortgage"
"1911",1911,"joint","mortgage"
"1912",1912,"indiv","own"
"1913",1913,"joint","own"
"1914",1914,"indiv","own"
"1915",1915,"joint","mortgage"
"1916",1916,"indiv","rent"
"1917",1917,"indiv","mortgage"
"1918",1918,"indiv","rent"
"1919",1919,"joint","mortgage"
"1920",1920,"indiv","own"
"1921",1921,"indiv","mortgage"
"1922",1922,"indiv","mortgage"
"1923",1923,"joint","mortgage"
"1924",1924,"indiv","rent"
"1925",1925,"indiv","rent"
"1926",1926,"indiv","mortgage"
"1927",1927,"indiv","rent"
"1928",1928,"joint","own"
"1929",1929,"indiv","mortgage"
"1930",1930,"indiv","mortgage"
"1931",1931,"indiv","rent"
"1932",1932,"indiv","own"
"1933",1933,"indiv","rent"
"1934",1934,"indiv","rent"
"1935",1935,"indiv","mortgage"
"1936",1936,"joint","rent"
"1937",1937,"joint","mortgage"
"1938",1938,"indiv","rent"
"1939",1939,"joint","mortgage"
"1940",1940,"indiv","mortgage"
"1941",1941,"indiv","own"
"1942",1942,"indiv","mortgage"
"1943",1943,"indiv","rent"
"1944",1944,"indiv","mortgage"
"1945",1945,"indiv","rent"
"1946",1946,"indiv","own"
"1947",1947,"indiv","mortgage"
"1948",1948,"indiv","mortgage"
"1949",1949,"indiv","mortgage"
"1950",1950,"indiv","rent"
"1951",1951,"indiv","rent"
"1952",1952,"indiv","mortgage"
"1953",1953,"indiv","rent"
"1954",1954,"indiv","mortgage"
"1955",1955,"indiv","rent"
"1956",1956,"indiv","rent"
"1957",1957,"indiv","mortgage"
"1958",1958,"indiv","own"
"1959",1959,"indiv","mortgage"
"1960",1960,"indiv","mortgage"
"1961",1961,"indiv","mortgage"
"1962",1962,"indiv","mortgage"
"1963",1963,"indiv","own"
"1964",1964,"indiv","mortgage"
"1965",1965,"indiv","mortgage"
"1966",1966,"indiv","mortgage"
"1967",1967,"indiv","mortgage"
"1968",1968,"indiv","rent"
"1969",1969,"joint","rent"
"1970",1970,"indiv","rent"
"1971",1971,"joint","mortgage"
"1972",1972,"indiv","rent"
"1973",1973,"indiv","rent"
"1974",1974,"indiv","mortgage"
"1975",1975,"indiv","mortgage"
"1976",1976,"indiv","mortgage"
"1977",1977,"indiv","rent"
"1978",1978,"indiv","mortgage"
"1979",1979,"indiv","rent"
"1980",1980,"indiv","mortgage"
"1981",1981,"indiv","rent"
"1982",1982,"indiv","mortgage"
"1983",1983,"indiv","mortgage"
"1984",1984,"indiv","own"
"1985",1985,"indiv","rent"
"1986",1986,"indiv","mortgage"
"1987",1987,"indiv","rent"
"1988",1988,"indiv","mortgage"
"1989",1989,"indiv","rent"
"1990",1990,"indiv","rent"
"1991",1991,"joint","mortgage"
"1992",1992,"indiv","mortgage"
"1993",1993,"indiv","rent"
"1994",1994,"indiv","rent"
"1995",1995,"indiv","mortgage"
"1996",1996,"indiv","rent"
"1997",1997,"indiv","rent"
"1998",1998,"indiv","mortgage"
"1999",1999,"indiv","rent"
"2000",2000,"indiv","rent"
"2001",2001,"indiv","mortgage"
"2002",2002,"joint","rent"
"2003",2003,"indiv","rent"
"2004",2004,"indiv","rent"
"2005",2005,"indiv","own"
"2006",2006,"joint","rent"
"2007",2007,"indiv","rent"
"2008",2008,"indiv","rent"
"2009",2009,"indiv","rent"
"2010",2010,"joint","own"
"2011",2011,"indiv","mortgage"
"2012",2012,"indiv","mortgage"
"2013",2013,"indiv","rent"
"2014",2014,"indiv","rent"
"2015",2015,"indiv","rent"
"2016",2016,"indiv","rent"
"2017",2017,"indiv","mortgage"
"2018",2018,"indiv","mortgage"
"2019",2019,"indiv","rent"
"2020",2020,"joint","mortgage"
"2021",2021,"joint","mortgage"
"2022",2022,"indiv","rent"
"2023",2023,"indiv","mortgage"
"2024",2024,"joint","rent"
"2025",2025,"indiv","mortgage"
"2026",2026,"indiv","mortgage"
"2027",2027,"indiv","mortgage"
"2028",2028,"joint","rent"
"2029",2029,"indiv","own"
"2030",2030,"joint","mortgage"
"2031",2031,"indiv","mortgage"
"2032",2032,"indiv","own"
"2033",2033,"indiv","mortgage"
"2034",2034,"indiv","own"
"2035",2035,"joint","mortgage"
"2036",2036,"indiv","mortgage"
"2037",2037,"indiv","rent"
"2038",2038,"indiv","rent"
"2039",2039,"indiv","rent"
"2040",2040,"indiv","mortgage"
"2041",2041,"indiv","rent"
"2042",2042,"indiv","mortgage"
"2043",2043,"indiv","mortgage"
"2044",2044,"indiv","mortgage"
"2045",2045,"indiv","rent"
"2046",2046,"indiv","rent"
"2047",2047,"indiv","own"
"2048",2048,"indiv","rent"
"2049",2049,"indiv","own"
"2050",2050,"indiv","mortgage"
"2051",2051,"indiv","rent"
"2052",2052,"joint","mortgage"
"2053",2053,"indiv","mortgage"
"2054",2054,"indiv","rent"
"2055",2055,"indiv","mortgage"
"2056",2056,"indiv","mortgage"
"2057",2057,"indiv","rent"
"2058",2058,"indiv","own"
"2059",2059,"indiv","mortgage"
"2060",2060,"indiv","mortgage"
"2061",2061,"joint","mortgage"
"2062",2062,"indiv","mortgage"
"2063",2063,"indiv","rent"
"2064",2064,"indiv","mortgage"
"2065",2065,"indiv","mortgage"
"2066",2066,"joint","rent"
"2067",2067,"joint","rent"
"2068",2068,"indiv","mortgage"
"2069",2069,"indiv","mortgage"
"2070",2070,"joint","mortgage"
"2071",2071,"joint","own"
"2072",2072,"indiv","mortgage"
"2073",2073,"indiv","rent"
"2074",2074,"indiv","mortgage"
"2075",2075,"indiv","rent"
"2076",2076,"indiv","mortgage"
"2077",2077,"indiv","rent"
"2078",2078,"indiv","mortgage"
"2079",2079,"joint","mortgage"
"2080",2080,"indiv","own"
"2081",2081,"indiv","rent"
"2082",2082,"joint","rent"
"2083",2083,"indiv","rent"
"2084",2084,"indiv","own"
"2085",2085,"joint","mortgage"
"2086",2086,"indiv","mortgage"
"2087",2087,"indiv","mortgage"
"2088",2088,"indiv","rent"
"2089",2089,"indiv","mortgage"
"2090",2090,"joint","mortgage"
"2091",2091,"indiv","rent"
"2092",2092,"indiv","mortgage"
"2093",2093,"indiv","rent"
"2094",2094,"indiv","rent"
"2095",2095,"indiv","mortgage"
"2096",2096,"joint","own"
"2097",2097,"indiv","mortgage"
"2098",2098,"indiv","rent"
"2099",2099,"indiv","rent"
"2100",2100,"indiv","rent"
"2101",2101,"joint","mortgage"
"2102",2102,"indiv","mortgage"
"2103",2103,"indiv","mortgage"
"2104",2104,"indiv","rent"
"2105",2105,"indiv","own"
"2106",2106,"indiv","mortgage"
"2107",2107,"indiv","rent"
"2108",2108,"indiv","mortgage"
"2109",2109,"indiv","mortgage"
"2110",2110,"joint","rent"
"2111",2111,"indiv","mortgage"
"2112",2112,"indiv","own"
"2113",2113,"indiv","mortgage"
"2114",2114,"indiv","mortgage"
"2115",2115,"indiv","mortgage"
"2116",2116,"indiv","mortgage"
"2117",2117,"indiv","rent"
"2118",2118,"indiv","mortgage"
"2119",2119,"indiv","rent"
"2120",2120,"indiv","mortgage"
"2121",2121,"indiv","rent"
"2122",2122,"joint","mortgage"
"2123",2123,"indiv","mortgage"
"2124",2124,"indiv","rent"
"2125",2125,"indiv","mortgage"
"2126",2126,"indiv","rent"
"2127",2127,"indiv","mortgage"
"2128",2128,"indiv","rent"
"2129",2129,"indiv","rent"
"2130",2130,"indiv","mortgage"
"2131",2131,"indiv","rent"
"2132",2132,"indiv","mortgage"
"2133",2133,"indiv","mortgage"
"2134",2134,"indiv","mortgage"
"2135",2135,"indiv","mortgage"
"2136",2136,"indiv","rent"
"2137",2137,"joint","mortgage"
"2138",2138,"indiv","mortgage"
"2139",2139,"indiv","mortgage"
"2140",2140,"indiv","rent"
"2141",2141,"indiv","own"
"2142",2142,"indiv","rent"
"2143",2143,"indiv","rent"
"2144",2144,"indiv","rent"
"2145",2145,"indiv","mortgage"
"2146",2146,"indiv","mortgage"
"2147",2147,"indiv","rent"
"2148",2148,"joint","mortgage"
"2149",2149,"indiv","mortgage"
"2150",2150,"indiv","rent"
"2151",2151,"indiv","mortgage"
"2152",2152,"indiv","mortgage"
"2153",2153,"indiv","mortgage"
"2154",2154,"indiv","rent"
"2155",2155,"indiv","mortgage"
"2156",2156,"joint","mortgage"
"2157",2157,"indiv","rent"
"2158",2158,"indiv","rent"
"2159",2159,"indiv","own"
"2160",2160,"indiv","own"
"2161",2161,"joint","mortgage"
"2162",2162,"indiv","own"
"2163",2163,"indiv","mortgage"
"2164",2164,"indiv","mortgage"
"2165",2165,"joint","rent"
"2166",2166,"indiv","rent"
"2167",2167,"indiv","mortgage"
"2168",2168,"indiv","mortgage"
"2169",2169,"indiv","rent"
"2170",2170,"indiv","mortgage"
"2171",2171,"indiv","mortgage"
"2172",2172,"indiv","mortgage"
"2173",2173,"indiv","own"
"2174",2174,"indiv","own"
"2175",2175,"indiv","own"
"2176",2176,"indiv","rent"
"2177",2177,"indiv","rent"
"2178",2178,"indiv","rent"
"2179",2179,"joint","own"
"2180",2180,"indiv","rent"
"2181",2181,"indiv","mortgage"
"2182",2182,"joint","rent"
"2183",2183,"indiv","mortgage"
"2184",2184,"indiv","mortgage"
"2185",2185,"indiv","mortgage"
"2186",2186,"indiv","mortgage"
"2187",2187,"indiv","rent"
"2188",2188,"indiv","rent"
"2189",2189,"indiv","own"
"2190",2190,"joint","mortgage"
"2191",2191,"indiv","rent"
"2192",2192,"indiv","mortgage"
"2193",2193,"indiv","rent"
"2194",2194,"indiv","own"
"2195",2195,"joint","mortgage"
"2196",2196,"indiv","mortgage"
"2197",2197,"joint","own"
"2198",2198,"indiv","rent"
"2199",2199,"joint","mortgage"
"2200",2200,"indiv","mortgage"
"2201",2201,"indiv","mortgage"
"2202",2202,"indiv","rent"
"2203",2203,"indiv","mortgage"
"2204",2204,"indiv","own"
"2205",2205,"indiv","rent"
"2206",2206,"indiv","own"
"2207",2207,"indiv","rent"
"2208",2208,"indiv","rent"
"2209",2209,"indiv","own"
"2210",2210,"indiv","rent"
"2211",2211,"indiv","mortgage"
"2212",2212,"indiv","mortgage"
"2213",2213,"joint","rent"
"2214",2214,"indiv","mortgage"
"2215",2215,"indiv","rent"
"2216",2216,"indiv","mortgage"
"2217",2217,"indiv","rent"
"2218",2218,"indiv","mortgage"
"2219",2219,"indiv","rent"
"2220",2220,"indiv","rent"
"2221",2221,"indiv","rent"
"2222",2222,"indiv","rent"
"2223",2223,"indiv","rent"
"2224",2224,"indiv","rent"
"2225",2225,"indiv","rent"
"2226",2226,"indiv","rent"
"2227",2227,"indiv","rent"
"2228",2228,"indiv","mortgage"
"2229",2229,"indiv","rent"
"2230",2230,"indiv","rent"
"2231",2231,"joint","mortgage"
"2232",2232,"indiv","mortgage"
"2233",2233,"indiv","mortgage"
"2234",2234,"indiv","mortgage"
"2235",2235,"indiv","rent"
"2236",2236,"indiv","own"
"2237",2237,"joint","rent"
"2238",2238,"indiv","rent"
"2239",2239,"indiv","own"
"2240",2240,"joint","rent"
"2241",2241,"indiv","mortgage"
"2242",2242,"indiv","rent"
"2243",2243,"indiv","rent"
"2244",2244,"indiv","rent"
"2245",2245,"indiv","rent"
"2246",2246,"indiv","own"
"2247",2247,"indiv","rent"
"2248",2248,"indiv","mortgage"
"2249",2249,"indiv","mortgage"
"2250",2250,"joint","mortgage"
"2251",2251,"indiv","mortgage"
"2252",2252,"indiv","mortgage"
"2253",2253,"indiv","rent"
"2254",2254,"indiv","rent"
"2255",2255,"joint","mortgage"
"2256",2256,"joint","mortgage"
"2257",2257,"indiv","mortgage"
"2258",2258,"indiv","mortgage"
"2259",2259,"indiv","rent"
"2260",2260,"indiv","rent"
"2261",2261,"indiv","own"
"2262",2262,"indiv","mortgage"
"2263",2263,"joint","mortgage"
"2264",2264,"joint","mortgage"
"2265",2265,"indiv","rent"
"2266",2266,"indiv","rent"
"2267",2267,"indiv","own"
"2268",2268,"indiv","mortgage"
"2269",2269,"indiv","rent"
"2270",2270,"indiv","rent"
"2271",2271,"joint","mortgage"
"2272",2272,"indiv","mortgage"
"2273",2273,"indiv","mortgage"
"2274",2274,"indiv","mortgage"
"2275",2275,"indiv","own"
"2276",2276,"indiv","mortgage"
"2277",2277,"indiv","rent"
"2278",2278,"joint","rent"
"2279",2279,"indiv","mortgage"
"2280",2280,"indiv","mortgage"
"2281",2281,"indiv","mortgage"
"2282",2282,"indiv","own"
"2283",2283,"indiv","own"
"2284",2284,"indiv","rent"
"2285",2285,"indiv","rent"
"2286",2286,"indiv","mortgage"
"2287",2287,"indiv","mortgage"
"2288",2288,"indiv","rent"
"2289",2289,"indiv","rent"
"2290",2290,"indiv","rent"
"2291",2291,"indiv","rent"
"2292",2292,"indiv","own"
"2293",2293,"indiv","mortgage"
"2294",2294,"indiv","rent"
"2295",2295,"indiv","mortgage"
"2296",2296,"indiv","rent"
"2297",2297,"indiv","rent"
"2298",2298,"indiv","mortgage"
"2299",2299,"joint","rent"
"2300",2300,"indiv","own"
"2301",2301,"indiv","rent"
"2302",2302,"indiv","mortgage"
"2303",2303,"indiv","own"
"2304",2304,"indiv","mortgage"
"2305",2305,"indiv","rent"
"2306",2306,"indiv","rent"
"2307",2307,"indiv","rent"
"2308",2308,"indiv","own"
"2309",2309,"joint","mortgage"
"2310",2310,"indiv","rent"
"2311",2311,"indiv","rent"
"2312",2312,"joint","mortgage"
"2313",2313,"joint","mortgage"
"2314",2314,"indiv","mortgage"
"2315",2315,"indiv","rent"
"2316",2316,"indiv","mortgage"
"2317",2317,"indiv","rent"
"2318",2318,"indiv","mortgage"
"2319",2319,"indiv","mortgage"
"2320",2320,"indiv","own"
"2321",2321,"indiv","mortgage"
"2322",2322,"indiv","mortgage"
"2323",2323,"indiv","mortgage"
"2324",2324,"indiv","own"
"2325",2325,"indiv","rent"
"2326",2326,"indiv","mortgage"
"2327",2327,"indiv","own"
"2328",2328,"indiv","mortgage"
"2329",2329,"indiv","mortgage"
"2330",2330,"indiv","own"
"2331",2331,"indiv","rent"
"2332",2332,"joint","mortgage"
"2333",2333,"indiv","rent"
"2334",2334,"indiv","rent"
"2335",2335,"indiv","rent"
"2336",2336,"indiv","mortgage"
"2337",2337,"indiv","mortgage"
"2338",2338,"indiv","mortgage"
"2339",2339,"indiv","rent"
"2340",2340,"indiv","mortgage"
"2341",2341,"indiv","mortgage"
"2342",2342,"indiv","rent"
"2343",2343,"indiv","rent"
"2344",2344,"indiv","rent"
"2345",2345,"indiv","mortgage"
"2346",2346,"indiv","rent"
"2347",2347,"joint","own"
"2348",2348,"joint","mortgage"
"2349",2349,"indiv","rent"
"2350",2350,"indiv","mortgage"
"2351",2351,"joint","mortgage"
"2352",2352,"indiv","rent"
"2353",2353,"indiv","own"
"2354",2354,"indiv","mortgage"
"2355",2355,"indiv","mortgage"
"2356",2356,"indiv","own"
"2357",2357,"indiv","mortgage"
"2358",2358,"indiv","mortgage"
"2359",2359,"indiv","mortgage"
"2360",2360,"joint","mortgage"
"2361",2361,"indiv","rent"
"2362",2362,"indiv","mortgage"
"2363",2363,"indiv","mortgage"
"2364",2364,"indiv","rent"
"2365",2365,"indiv","rent"
"2366",2366,"indiv","mortgage"
"2367",2367,"indiv","rent"
"2368",2368,"indiv","rent"
"2369",2369,"indiv","own"
"2370",2370,"indiv","rent"
"2371",2371,"indiv","rent"
"2372",2372,"indiv","own"
"2373",2373,"joint","mortgage"
"2374",2374,"indiv","mortgage"
"2375",2375,"indiv","mortgage"
"2376",2376,"indiv","rent"
"2377",2377,"indiv","rent"
"2378",2378,"indiv","mortgage"
"2379",2379,"indiv","rent"
"2380",2380,"indiv","own"
"2381",2381,"indiv","mortgage"
"2382",2382,"joint","mortgage"
"2383",2383,"indiv","mortgage"
"2384",2384,"indiv","rent"
"2385",2385,"indiv","own"
"2386",2386,"indiv","rent"
"2387",2387,"indiv","mortgage"
"2388",2388,"joint","own"
"2389",2389,"indiv","rent"
"2390",2390,"indiv","rent"
"2391",2391,"indiv","mortgage"
"2392",2392,"indiv","own"
"2393",2393,"joint","mortgage"
"2394",2394,"indiv","own"
"2395",2395,"indiv","rent"
"2396",2396,"indiv","rent"
"2397",2397,"indiv","rent"
"2398",2398,"joint","rent"
"2399",2399,"indiv","rent"
"2400",2400,"indiv","mortgage"
"2401",2401,"indiv","rent"
"2402",2402,"indiv","mortgage"
"2403",2403,"indiv","rent"
"2404",2404,"indiv","mortgage"
"2405",2405,"joint","mortgage"
"2406",2406,"joint","rent"
"2407",2407,"indiv","mortgage"
"2408",2408,"joint","mortgage"
"2409",2409,"indiv","rent"
"2410",2410,"indiv","mortgage"
"2411",2411,"indiv","rent"
"2412",2412,"joint","rent"
"2413",2413,"indiv","rent"
"2414",2414,"indiv","rent"
"2415",2415,"indiv","mortgage"
"2416",2416,"indiv","rent"
"2417",2417,"indiv","rent"
"2418",2418,"joint","rent"
"2419",2419,"indiv","rent"
"2420",2420,"indiv","rent"
"2421",2421,"indiv","rent"
"2422",2422,"indiv","mortgage"
"2423",2423,"indiv","mortgage"
"2424",2424,"joint","rent"
"2425",2425,"joint","rent"
"2426",2426,"indiv","rent"
"2427",2427,"indiv","mortgage"
"2428",2428,"joint","mortgage"
"2429",2429,"joint","rent"
"2430",2430,"indiv","mortgage"
"2431",2431,"indiv","mortgage"
"2432",2432,"indiv","mortgage"
"2433",2433,"joint","mortgage"
"2434",2434,"indiv","rent"
"2435",2435,"indiv","mortgage"
"2436",2436,"indiv","own"
"2437",2437,"indiv","mortgage"
"2438",2438,"joint","mortgage"
"2439",2439,"joint","mortgage"
"2440",2440,"joint","mortgage"
"2441",2441,"indiv","mortgage"
"2442",2442,"indiv","rent"
"2443",2443,"indiv","rent"
"2444",2444,"joint","own"
"2445",2445,"indiv","mortgage"
"2446",2446,"indiv","rent"
"2447",2447,"indiv","rent"
"2448",2448,"indiv","rent"
"2449",2449,"indiv","rent"
"2450",2450,"indiv","rent"
"2451",2451,"indiv","rent"
"2452",2452,"indiv","rent"
"2453",2453,"indiv","own"
"2454",2454,"indiv","rent"
"2455",2455,"indiv","rent"
"2456",2456,"indiv","rent"
"2457",2457,"indiv","rent"
"2458",2458,"indiv","mortgage"
"2459",2459,"indiv","own"
"2460",2460,"indiv","rent"
"2461",2461,"indiv","mortgage"
"2462",2462,"indiv","mortgage"
"2463",2463,"indiv","rent"
"2464",2464,"indiv","mortgage"
"2465",2465,"indiv","rent"
"2466",2466,"indiv","mortgage"
"2467",2467,"indiv","mortgage"
"2468",2468,"indiv","mortgage"
"2469",2469,"indiv","rent"
"2470",2470,"indiv","rent"
"2471",2471,"indiv","rent"
"2472",2472,"indiv","mortgage"
"2473",2473,"indiv","own"
"2474",2474,"indiv","rent"
"2475",2475,"indiv","rent"
"2476",2476,"indiv","mortgage"
"2477",2477,"indiv","own"
"2478",2478,"indiv","own"
"2479",2479,"joint","mortgage"
"2480",2480,"indiv","mortgage"
"2481",2481,"indiv","own"
"2482",2482,"indiv","mortgage"
"2483",2483,"indiv","rent"
"2484",2484,"joint","mortgage"
"2485",2485,"indiv","own"
"2486",2486,"indiv","own"
"2487",2487,"joint","rent"
"2488",2488,"indiv","mortgage"
"2489",2489,"indiv","own"
"2490",2490,"indiv","rent"
"2491",2491,"joint","mortgage"
"2492",2492,"indiv","own"
"2493",2493,"indiv","mortgage"
"2494",2494,"indiv","mortgage"
"2495",2495,"indiv","mortgage"
"2496",2496,"indiv","rent"
"2497",2497,"indiv","rent"
"2498",2498,"indiv","mortgage"
"2499",2499,"indiv","rent"
"2500",2500,"joint","rent"
"2501",2501,"indiv","own"
"2502",2502,"indiv","mortgage"
"2503",2503,"indiv","rent"
"2504",2504,"indiv","mortgage"
"2505",2505,"indiv","mortgage"
"2506",2506,"indiv","mortgage"
"2507",2507,"indiv","rent"
"2508",2508,"indiv","mortgage"
"2509",2509,"joint","mortgage"
"2510",2510,"indiv","mortgage"
"2511",2511,"joint","rent"
"2512",2512,"indiv","rent"
"2513",2513,"indiv","mortgage"
"2514",2514,"joint","rent"
"2515",2515,"indiv","mortgage"
"2516",2516,"indiv","mortgage"
"2517",2517,"joint","rent"
"2518",2518,"indiv","rent"
"2519",2519,"joint","rent"
"2520",2520,"indiv","mortgage"
"2521",2521,"indiv","own"
"2522",2522,"indiv","mortgage"
"2523",2523,"joint","rent"
"2524",2524,"indiv","rent"
"2525",2525,"joint","rent"
"2526",2526,"indiv","own"
"2527",2527,"indiv","mortgage"
"2528",2528,"indiv","mortgage"
"2529",2529,"indiv","own"
"2530",2530,"joint","mortgage"
"2531",2531,"indiv","mortgage"
"2532",2532,"indiv","own"
"2533",2533,"indiv","rent"
"2534",2534,"indiv","rent"
"2535",2535,"joint","mortgage"
"2536",2536,"indiv","mortgage"
"2537",2537,"indiv","rent"
"2538",2538,"indiv","rent"
"2539",2539,"indiv","mortgage"
"2540",2540,"indiv","mortgage"
"2541",2541,"indiv","rent"
"2542",2542,"indiv","rent"
"2543",2543,"indiv","own"
"2544",2544,"indiv","mortgage"
"2545",2545,"indiv","rent"
"2546",2546,"indiv","mortgage"
"2547",2547,"indiv","mortgage"
"2548",2548,"indiv","mortgage"
"2549",2549,"joint","mortgage"
"2550",2550,"joint","rent"
"2551",2551,"indiv","rent"
"2552",2552,"indiv","own"
"2553",2553,"indiv","mortgage"
"2554",2554,"joint","mortgage"
"2555",2555,"indiv","mortgage"
"2556",2556,"indiv","mortgage"
"2557",2557,"indiv","rent"
"2558",2558,"indiv","mortgage"
"2559",2559,"indiv","mortgage"
"2560",2560,"indiv","mortgage"
"2561",2561,"indiv","mortgage"
"2562",2562,"indiv","mortgage"
"2563",2563,"indiv","mortgage"
"2564",2564,"indiv","own"
"2565",2565,"indiv","rent"
"2566",2566,"indiv","mortgage"
"2567",2567,"indiv","mortgage"
"2568",2568,"indiv","rent"
"2569",2569,"indiv","rent"
"2570",2570,"joint","rent"
"2571",2571,"indiv","rent"
"2572",2572,"indiv","mortgage"
"2573",2573,"indiv","mortgage"
"2574",2574,"indiv","own"
"2575",2575,"indiv","rent"
"2576",2576,"joint","mortgage"
"2577",2577,"joint","mortgage"
"2578",2578,"indiv","rent"
"2579",2579,"indiv","mortgage"
"2580",2580,"indiv","rent"
"2581",2581,"indiv","mortgage"
"2582",2582,"joint","mortgage"
"2583",2583,"indiv","rent"
"2584",2584,"indiv","rent"
"2585",2585,"indiv","own"
"2586",2586,"indiv","mortgage"
"2587",2587,"indiv","rent"
"2588",2588,"indiv","rent"
"2589",2589,"indiv","rent"
"2590",2590,"indiv","rent"
"2591",2591,"indiv","mortgage"
"2592",2592,"indiv","rent"
"2593",2593,"indiv","mortgage"
"2594",2594,"indiv","rent"
"2595",2595,"indiv","mortgage"
"2596",2596,"indiv","mortgage"
"2597",2597,"indiv","mortgage"
"2598",2598,"indiv","mortgage"
"2599",2599,"joint","mortgage"
"2600",2600,"indiv","mortgage"
"2601",2601,"joint","mortgage"
"2602",2602,"indiv","mortgage"
"2603",2603,"indiv","rent"
"2604",2604,"indiv","rent"
"2605",2605,"indiv","rent"
"2606",2606,"indiv","mortgage"
"2607",2607,"joint","own"
"2608",2608,"joint","rent"
"2609",2609,"joint","mortgage"
"2610",2610,"indiv","rent"
"2611",2611,"indiv","rent"
"2612",2612,"indiv","mortgage"
"2613",2613,"indiv","own"
"2614",2614,"indiv","rent"
"2615",2615,"joint","mortgage"
"2616",2616,"joint","mortgage"
"2617",2617,"indiv","own"
"2618",2618,"joint","mortgage"
"2619",2619,"indiv","mortgage"
"2620",2620,"indiv","mortgage"
"2621",2621,"indiv","mortgage"
"2622",2622,"joint","mortgage"
"2623",2623,"indiv","mortgage"
"2624",2624,"joint","rent"
"2625",2625,"indiv","rent"
"2626",2626,"indiv","rent"
"2627",2627,"indiv","mortgage"
"2628",2628,"joint","mortgage"
"2629",2629,"indiv","rent"
"2630",2630,"indiv","mortgage"
"2631",2631,"indiv","rent"
"2632",2632,"indiv","rent"
"2633",2633,"indiv","mortgage"
"2634",2634,"indiv","mortgage"
"2635",2635,"joint","rent"
"2636",2636,"indiv","rent"
"2637",2637,"indiv","mortgage"
"2638",2638,"indiv","rent"
"2639",2639,"indiv","rent"
"2640",2640,"indiv","rent"
"2641",2641,"indiv","mortgage"
"2642",2642,"indiv","rent"
"2643",2643,"indiv","mortgage"
"2644",2644,"indiv","rent"
"2645",2645,"joint","mortgage"
"2646",2646,"indiv","mortgage"
"2647",2647,"joint","own"
"2648",2648,"indiv","mortgage"
"2649",2649,"indiv","mortgage"
"2650",2650,"indiv","mortgage"
"2651",2651,"joint","mortgage"
"2652",2652,"indiv","mortgage"
"2653",2653,"indiv","rent"
"2654",2654,"indiv","mortgage"
"2655",2655,"indiv","rent"
"2656",2656,"indiv","mortgage"
"2657",2657,"indiv","rent"
"2658",2658,"indiv","mortgage"
"2659",2659,"indiv","rent"
"2660",2660,"indiv","rent"
"2661",2661,"indiv","rent"
"2662",2662,"indiv","rent"
"2663",2663,"indiv","mortgage"
"2664",2664,"indiv","mortgage"
"2665",2665,"indiv","rent"
"2666",2666,"indiv","mortgage"
"2667",2667,"joint","mortgage"
"2668",2668,"indiv","mortgage"
"2669",2669,"indiv","mortgage"
"2670",2670,"indiv","rent"
"2671",2671,"indiv","rent"
"2672",2672,"indiv","rent"
"2673",2673,"indiv","rent"
"2674",2674,"indiv","mortgage"
"2675",2675,"indiv","rent"
"2676",2676,"joint","rent"
"2677",2677,"indiv","mortgage"
"2678",2678,"indiv","rent"
"2679",2679,"indiv","rent"
"2680",2680,"indiv","own"
"2681",2681,"indiv","rent"
"2682",2682,"indiv","mortgage"
"2683",2683,"joint","own"
"2684",2684,"indiv","mortgage"
"2685",2685,"indiv","rent"
"2686",2686,"indiv","rent"
"2687",2687,"indiv","rent"
"2688",2688,"indiv","own"
"2689",2689,"indiv","own"
"2690",2690,"indiv","mortgage"
"2691",2691,"joint","mortgage"
"2692",2692,"indiv","mortgage"
"2693",2693,"indiv","mortgage"
"2694",2694,"indiv","rent"
"2695",2695,"indiv","rent"
"2696",2696,"indiv","rent"
"2697",2697,"indiv","mortgage"
"2698",2698,"indiv","own"
"2699",2699,"indiv","own"
"2700",2700,"indiv","own"
"2701",2701,"indiv","own"
"2702",2702,"indiv","own"
"2703",2703,"indiv","mortgage"
"2704",2704,"joint","mortgage"
"2705",2705,"indiv","mortgage"
"2706",2706,"indiv","mortgage"
"2707",2707,"indiv","mortgage"
"2708",2708,"indiv","mortgage"
"2709",2709,"indiv","rent"
"2710",2710,"indiv","mortgage"
"2711",2711,"indiv","mortgage"
"2712",2712,"indiv","rent"
"2713",2713,"indiv","mortgage"
"2714",2714,"indiv","mortgage"
